c0,804,A,2,,A
e0,804,A,1,,W
e0,804,A,1,,A
b6,804,A,1,,A
b6,804,A,1,,W
b6,804,A,1,,W
b6,804,A,1,,A
x8,804,C,3,,A
d7,804,C,2,,A
d7,804,A,2,,W
d7,804,A,2,,A
j4,804,A,4,,A
a6,804,C,2,,A
a6,804,A,2,,W
a6,804,C,2,,A
t1,804,C,2,,W
t1,804,C,2,,A
t1,804,C,2,,A
t1,804,A,2,,W
y9,804,A,4,,W
y9,804,C,4,,A
d3,804,A,4,,W
d3,804,A,4,,W
d3,804,C,4,,W
r3,804,A,3,,A
r3,804,A,3,,W
r3,804,A,3,,W
r3,804,A,3,,A
j6,804,A,3,,A
w6,804,A,4,,A
w6,804,A,4,,A
w6,804,A,4,,A
w6,804,A,4,,A
w2,804,A,4,,A
w2,804,C,4,,W
q7,804,A,2,,A
x0,804,C,4,,A
x0,804,C,4,,W
x0,804,A,4,,W
x0,804,A,4,,W
x1,804,A,1,,A
x1,804,C,1,,A
w3,804,A,3,,W
w3,804,C,3,,W
h0,804,A,2,,A
r7,804,A,3,,A
q4,804,A,4,,A
q4,804,A,4,,A
q4,804,A,4,,W
q4,804,A,4,,A
z7,804,C,4,,W
t7,804,C,4,,A
q0,804,A,2,,W
q0,804,A,2,,A
q0,804,A,2,,A
c7,804,C,3,,W
b4,804,C,4,,W
n8,804,A,3,,A
n3,804,A,4,,A
g3,804,C,1,,W
g3,804,A,1,,A
g3,804,A,1,,W
w4,804,A,1,,W
w4,804,A,1,,W
w4,804,A,1,,A
l3,804,A,3,,W
l3,804,A,3,,W
f2,804,C,2,,W
f2,804,A,2,,A
f2,804,A,2,,W
l7,804,C,2,,W
l7,804,A,2,,W
a9,804,A,1,,A
a9,804,C,1,,W
a9,804,A,1,,W
