j5,5-54,A,1,,W
j5,5-54,A,1,,A
e5,5-54,A,1,,A
t4,5-54,A,1,,A
t4,5-54,C,1,,W
t4,5-54,C,1,,W
q9,5-54,A,1,,W
q9,5-54,C,1,,W
q9,5-54,A,1,,A
q9,5-54,A,1,,W
b1,5-54,A,2,,W
b1,5-54,C,2,,A
i3,5-54,A,2,,W
i3,5-54,A,2,,A
h0,5-54,C,2,,A
h0,5-54,C,2,,W
j2,5-54,A,2,,W
h8,5-54,A,2,,W
h8,5-54,A,2,,W
h8,5-54,A,2,,W
q2,5-54,A,3,,W
q2,5-54,A,3,,A
q2,5-54,A,3,,A
q2,5-54,A,3,,W
q2,5-54,C,3,,W
t1,5-54,A,3,,A
t1,5-54,A,3,,A
t1,5-54,A,3,,A
t1,5-54,A,3,,A
s2,5-54,C,3,,W
s2,5-54,A,3,,W
s2,5-54,A,3,,W
s2,5-54,A,3,,W
s2,5-54,C,3,,A
a4,5-54,A,3,,A
a4,5-54,C,3,,A
f7,5-54,A,4,,W
f7,5-54,A,4,,W
v6,5-54,A,4,,W
v6,5-54,C,4,,A
v6,5-54,A,4,,W
b7,5-54,A,4,,W
b7,5-54,C,4,,W
b7,5-54,A,4,,W
l3,5-54,C,5,,A
l3,5-54,C,5,,A
g0,5-54,A,5,,A
i1,5-54,C,5,,A
i1,5-54,A,5,,W
p5,5-54,A,5,,W
p5,5-54,A,5,,A
p5,5-54,A,5,,W
p5,5-54,A,5,,W
p5,5-54,A,5,,W
