g8,700,C,4,,W
g8,700,C,4,,A
b4,700,A,2,,A
b4,700,C,2,,A
b4,700,A,2,,A
d3,700,C,3,,W
d3,700,C,3,,W
d3,700,A,3,,A
a5,700,A,4,,W
a5,700,A,4,,A
w5,700,A,1,,A
n7,700,A,1,,A
n7,700,C,1,,A
s6,700,A,1,,W
h0,700,C,4,,W
h0,700,A,4,,A
g3,700,A,4,,A
g3,700,A,4,,A
g3,700,C,4,,W
y1,700,A,1,,W
y1,700,A,1,,W
f5,700,A,2,,A
f5,700,A,2,,W
h6,700,A,1,,W
h6,700,C,1,,A
h6,700,A,1,,A
h6,700,A,1,,W
z5,700,C,3,,A
z5,700,A,3,,W
z5,700,A,3,,A
z5,700,A,3,,W
u6,700,A,1,,A
j8,700,C,3,,W
j8,700,A,3,,A
j8,700,A,3,,A
j8,700,C,3,,A
v9,700,A,4,,W
v9,700,C,4,,A
v9,700,A,4,,W
w8,700,A,1,,W
w8,700,A,1,,A
w8,700,A,1,,W
l4,700,A,3,,A
l1,700,A,2,,A
l1,700,A,2,,W
l1,700,A,2,,A
l1,700,A,2,,A
m8,700,C,4,,A
m8,700,A,4,,A
m8,700,C,4,,W
m8,700,A,4,,W
i8,700,A,3,,W
i8,700,A,3,,A
i8,700,A,3,,A
i8,700,A,3,,W
o9,700,A,4,,W
o9,700,A,4,,A
n2,700,C,3,,A
n3,700,A,2,,W
n3,700,A,2,,W
n3,700,A,2,,W
n3,700,C,2,,A
n2,700,A,1,,A
a9,700,C,1,,W
h7,700,C,4,,A
h7,700,C,4,,W
y4,700,A,2,,W
y4,700,C,2,,A
y4,700,A,2,,W
g1,700,A,3,,A
f6,700,C,1,,A
f6,700,A,1,,A
r0,700,A,4,,A
k5,700,A,2,,W
i5,700,A,2,,W
w7,700,C,1,,W
w7,700,A,1,,W
w7,700,C,1,,W
w7,700,A,1,,A
j2,700,C,1,,A
j2,700,C,1,,W
j2,700,A,1,,W
j2,700,C,1,,A
k4,700,A,3,,W
k4,700,A,3,,W
w5,700,C,2,,W
w5,700,C,2,,W
z2,700,A,1,,A
