i7,444,A,1,,A
i7,444,A,1,,W
i7,444,C,1,,A
i7,444,A,1,,W
p4,444,C,1,,W
p4,444,C,1,,W
p4,444,A,1,,A
r0,444,C,2,,W
r0,444,C,2,,W
z7,444,A,1,,A
z7,444,A,1,,A
z7,444,A,1,,A
z7,444,A,1,,W
e7,444,C,4,,A
e3,444,A,4,,A
e3,444,A,4,,W
e3,444,A,4,,W
f9,444,A,3,,A
f9,444,A,3,,W
d4,444,C,3,,W
d4,444,A,3,,A
d4,444,A,3,,A
s6,444,A,2,,W
s6,444,A,2,,A
y8,444,C,3,,W
y8,444,C,3,,W
a1,444,A,1,,A
z6,444,A,2,,W
z6,444,A,2,,W
z6,444,C,2,,W
z6,444,C,2,,W
p2,444,A,1,,W
p2,444,A,1,,W
n1,444,A,4,,A
y2,444,C,1,,A
y2,444,C,1,,W
y2,444,A,1,,A
w9,444,A,4,,A
w9,444,C,4,,A
j0,444,A,2,,A
j0,444,C,2,,A
j0,444,C,2,,W
l8,444,A,1,,W
m6,444,A,1,,W
y5,444,A,2,,W
y5,444,A,2,,A
c4,444,A,4,,W
c4,444,A,4,,W
v5,444,A,2,,A
v5,444,A,2,,A
b5,444,A,4,,W
b5,444,A,4,,W
b5,444,A,4,,W
b5,444,A,4,,A
k1,444,A,4,,A
s6,444,A,1,,W
s6,444,A,1,,A
g5,444,C,3,,A
h4,444,A,3,,A
h4,444,A,3,,A
h4,444,A,3,,W
s3,444,C,3,,A
s3,444,C,3,,A
s3,444,C,3,,W
y9,444,A,3,,A
y9,444,C,3,,W
y9,444,C,3,,A
a1,444,C,1,,W
a1,444,A,1,,W
a1,444,A,1,,W
q0,444,C,4,,A
q0,444,A,4,,A
q0,444,A,4,,W
q0,444,C,4,,W
c4,444,A,1,,W
c4,444,A,1,,W
c4,444,C,1,,A
b7,444,A,2,,W
b7,444,A,2,,A
b7,444,C,2,,W
b7,444,C,2,,A
f9,444,A,2,,W
f9,444,C,2,,W
w3,444,A,2,,W
w3,444,A,2,,A
l7,444,C,4,,W
l7,444,A,4,,A
l7,444,A,4,,A
p0,444,A,1,,A
p0,444,C,1,,W
p0,444,A,1,,W
p0,444,A,1,,A
p2,444,C,3,,A
k2,444,C,3,,W
k2,444,C,3,,W
k2,444,A,3,,W
w6,444,C,1,,A
w6,444,A,1,,W
w6,444,C,1,,W
c8,444,C,1,,W
b8,444,C,3,,W
b8,444,A,3,,A
b8,444,A,3,,A
b8,444,C,3,,A
f2,444,A,2,,W
f2,444,A,2,,A
f2,444,A,2,,W
f2,444,C,2,,W
g7,444,A,1,,A
t4,444,A,2,,A
t4,444,A,2,,W
b6,444,A,3,,W
u5,444,A,4,,W
u5,444,A,4,,A
u5,444,A,4,,A
u5,444,A,4,,W
a9,444,A,3,,W
t8,444,A,2,,A
t8,444,A,2,,W
t8,444,C,2,,A
d2,444,C,4,,W
d2,444,C,4,,W
z1,444,C,4,,A
z1,444,C,4,,W
z1,444,C,4,,A
a8,444,A,3,,W
r1,444,A,1,,A
t1,444,C,3,,A
t1,444,A,3,,W
w7,444,A,2,,W
w7,444,C,2,,W
w7,444,A,2,,A
w7,444,A,2,,W
e9,444,A,2,,W
e7,444,A,4,,W
e7,444,A,4,,A
z4,444,A,2,,A
z4,444,A,2,,A
a5,444,C,3,,A
i5,444,A,4,,A
i5,444,C,4,,A
i5,444,A,4,,A
i5,444,A,4,,A
j0,444,A,4,,A
j0,444,A,4,,A
j0,444,A,4,,W
j0,444,C,4,,W
o3,444,A,1,,W
a7,444,A,1,,A
a7,444,A,1,,W
a7,444,A,1,,A
b9,444,A,2,,A
j4,444,A,4,,W
b9,444,C,3,,A
b9,444,A,3,,W
b9,444,A,3,,A
b9,444,A,3,,W
w2,444,A,1,,W
w2,444,A,1,,A
j0,444,A,4,,A
u5,444,A,3,,W
y8,444,A,3,,W
y8,444,A,3,,A
c5,444,A,2,,W
c5,444,A,2,,A
k1,444,A,1,,A
k1,444,A,1,,A
k1,444,C,1,,W
k1,444,C,1,,A
o7,444,A,1,,W
o7,444,C,1,,A
o7,444,C,1,,A
o7,444,A,1,,A
l3,444,C,3,,A
l3,444,A,3,,A
l3,444,A,3,,W
y0,444,C,4,,W
y0,444,A,4,,W
y0,444,A,4,,A
y0,444,A,4,,A
