o5,5-60,A,1,,W
s8,5-60,A,1,,W
b2,5-60,C,1,,W
b2,5-60,A,1,,W
b2,5-60,C,1,,A
b2,5-60,A,1,,W
b2,5-60,A,1,,W
v3,5-60,A,1,,A
v3,5-60,A,1,,A
v3,5-60,A,1,,A
m2,5-60,C,2,,A
m2,5-60,A,2,,A
m2,5-60,A,2,,A
m2,5-60,A,2,,W
m2,5-60,A,2,,W
o8,5-60,A,2,,A
o8,5-60,A,2,,W
o8,5-60,A,2,,A
o8,5-60,C,2,,W
o8,5-60,C,2,,A
j4,5-60,A,3,,W
j4,5-60,A,3,,A
j4,5-60,A,3,,A
j4,5-60,A,3,,A
j4,5-60,A,3,,A
n1,5-60,A,3,,A
n1,5-60,A,3,,W
n1,5-60,A,3,,A
h7,5-60,A,3,,W
h7,5-60,A,3,,W
h7,5-60,C,3,,A
h7,5-60,A,3,,A
h7,5-60,A,3,,A
j6,5-60,A,3,,W
j6,5-60,C,3,,A
j6,5-60,C,3,,A
r1,5-60,A,4,,A
r1,5-60,A,4,,A
r1,5-60,A,4,,W
f6,5-60,A,4,,W
f6,5-60,C,4,,W
m9,5-60,A,4,,A
m9,5-60,A,4,,W
m9,5-60,A,4,,W
u0,5-60,C,5,,W
u0,5-60,C,5,,A
q6,5-60,C,5,,W
q6,5-60,C,5,,A
q6,5-60,A,5,,A
i4,5-60,A,5,,A
i4,5-60,A,5,,W
i4,5-60,A,5,,A
i4,5-60,A,5,,A
i4,5-60,A,5,,A
l7,5-60,C,5,,W
l7,5-60,A,5,,W
l7,5-60,A,5,,W
l7,5-60,A,5,,W
l7,5-60,A,5,,W
