r8,109,C,1,,W
r8,109,A,1,,W
b0,109,A,3,,A
b0,109,C,3,,A
b0,109,A,3,,W
i1,109,A,4,,W
v3,109,A,1,,W
v3,109,A,1,,A
v3,109,C,1,,W
v3,109,A,1,,W
b5,109,A,4,,W
b5,109,A,4,,A
b5,109,A,4,,A
b5,109,A,4,,W
i5,109,A,2,,W
g4,109,C,4,,A
c8,109,A,1,,W
c8,109,A,1,,A
c8,109,A,1,,W
w9,109,C,3,,W
w9,109,A,3,,W
w9,109,A,3,,A
w9,109,A,3,,A
l0,109,C,1,,W
l0,109,A,1,,W
l0,109,A,1,,A
f4,109,C,2,,W
f4,109,A,2,,A
f4,109,C,2,,A
f4,109,A,3,,A
f4,109,A,3,,W
f4,109,A,3,,A
d9,109,C,3,,A
d9,109,C,3,,A
p2,109,A,3,,A
p2,109,A,3,,W
f0,109,A,4,,W
f0,109,C,4,,W
f0,109,A,4,,A
f0,109,A,4,,A
d9,109,A,2,,A
e7,109,C,3,,W
e7,109,A,3,,A
e7,109,C,3,,W
v7,109,A,4,,W
d1,109,A,4,,W
i0,109,C,1,,A
i0,109,A,1,,A
i0,109,C,1,,A
q9,109,A,2,,W
h8,109,A,1,,A
h8,109,A,1,,W
v3,109,C,1,,W
v3,109,A,1,,W
w6,109,A,4,,W
w6,109,A,4,,W
w6,109,A,4,,A
w6,109,A,4,,W
u6,109,A,3,,A
u6,109,A,3,,A
u6,109,C,3,,W
u6,109,C,3,,A
d8,109,C,2,,A
d8,109,A,2,,A
d8,109,C,2,,W
d8,109,A,2,,A
l5,109,A,2,,A
l5,109,A,2,,A
l5,109,A,2,,A
l5,109,A,2,,A
x4,109,A,3,,W
x4,109,A,3,,W
i9,109,C,3,,A
i9,109,A,3,,A
i1,109,A,3,,W
e0,109,C,2,,W
e0,109,A,2,,A
r1,109,C,3,,A
d4,109,A,1,,A
d4,109,C,1,,A
d4,109,A,1,,A
d4,109,A,1,,A
s7,109,A,2,,A
s7,109,A,2,,A
s7,109,A,2,,A
a0,109,A,1,,W
s2,109,A,2,,W
s2,109,A,2,,W
z5,109,A,2,,W
z5,109,A,2,,W
z5,109,A,2,,W
z5,109,A,2,,A
