r7,3-55,C,1,,A
r7,3-55,A,1,,W
r7,3-55,A,1,,A
r7,3-55,A,1,,A
r7,3-55,A,1,,W
k2,3-55,A,1,,A
w4,3-55,A,1,,W
w4,3-55,A,1,,W
x6,3-55,C,1,,W
x6,3-55,A,1,,A
x6,3-55,A,1,,W
x6,3-55,A,1,,A
x6,3-55,A,1,,W
t5,3-55,A,1,,A
t5,3-55,A,1,,A
t5,3-55,A,1,,W
t5,3-55,A,1,,A
t5,3-55,C,1,,W
k3,3-55,A,1,,A
k3,3-55,C,1,,W
y9,3-55,A,2,,A
y9,3-55,A,2,,A
y9,3-55,A,2,,A
y9,3-55,A,2,,A
y9,3-55,A,2,,W
y9,3-55,A,2,,W
y9,3-55,C,2,,W
y9,3-55,A,2,,A
o7,3-55,A,2,,A
t1,3-55,C,2,,W
t1,3-55,A,2,,W
o7,3-55,A,2,,W
o7,3-55,A,2,,W
d0,3-55,A,2,,W
d0,3-55,A,2,,A
k5,3-55,C,3,,A
k5,3-55,A,3,,A
k5,3-55,C,3,,W
w3,3-55,C,3,,W
w3,3-55,A,3,,A
n8,3-55,C,3,,A
l0,3-55,C,3,,W
l0,3-55,A,3,,A
l0,3-55,A,3,,W
m1,3-55,C,3,,W
m1,3-55,A,3,,W
u8,3-55,A,3,,W
g3,3-55,A,3,,A
g3,3-55,A,3,,W
g3,3-55,A,3,,W
g3,3-55,A,3,,A
p1,3-55,A,3,,A
p1,3-55,A,3,,W
p1,3-55,A,3,,W
j3,3-55,A,3,,A
